Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0445      -15989.8526  -15993.3202       3.4676   273.7
1.0450      -15989.8378  -15993.3571       3.5193   277.8
1.0455      -15989.8247  -15993.4150       3.5903   283.4
1.0460      -15989.8144  -15993.4672       3.6529   288.4
1.0465      -15989.8074  -15993.5004       3.6929   291.5
1.0470      -15989.8014  -15993.5078       3.7064   292.6
1.0475      -15989.7951  -15993.4932       3.6980   291.9
1.0480      -15989.7876  -15993.4753       3.6877   291.1
1.0485      -15989.7797  -15993.4863       3.7066   292.6
1.0490      -15989.7757  -15993.5506       3.7748   298.0
1.0495      -15989.7778  -15993.6566       3.8787   306.2
1.0500      -15989.7855  -15993.7558       3.9702   313.4
1.0505      -15989.7957  -15993.7925       3.9968   315.5
1.0510      -15989.8037  -15993.7431       3.9394   311.0
1.0515      -15989.8071  -15993.6343       3.8272   302.1
1.0520      -15989.8046  -15993.5249       3.7203   293.7
1.0525      -15989.7995  -15993.4685       3.6691   289.6
1.0530      -15989.7947  -15993.4772       3.6825   290.7
1.0535      -15989.7912  -15993.5202       3.7290   294.4
1.0540      -15989.7889  -15993.5540       3.7650   297.2
1.0545      -15989.7868  -15993.5513       3.7645   297.2
1.0550      -15989.7836  -15993.5098       3.7262   294.2
1.0555      -15989.7778  -15993.4427       3.6649   289.3
1.0560      -15989.7697  -15993.3702       3.6005   284.2
1.0565      -15989.7579  -15993.3111       3.5532   280.5
1.0570      -15989.7437  -15993.2851       3.5413   279.6
1.0575      -15989.7300  -15993.3064       3.5763   282.3
1.0580      -15989.7195  -15993.3729       3.6534   288.4
1.0585      -15989.7142  -15993.4580       3.7438   295.5
1.0590      -15989.7125  -15993.5180       3.8055   300.4
1.0595      -15989.7116  -15993.5199       3.8082   300.6
1.0600      -15989.7086  -15993.4647       3.7561   296.5
1.0605      -15989.7033  -15993.3875       3.6842   290.8
1.0610      -15989.6961  -15993.3267       3.6306   286.6
1.0615      -15989.6880  -15993.2958       3.6078   284.8
1.0620      -15989.6787  -15993.2825       3.6038   284.5
1.0625      -15989.6692  -15993.2738       3.6046   284.6
1.0630      -15989.6581  -15993.2689       3.6108   285.0
1.0635      -15989.6473  -15993.2817       3.6344   286.9
1.0640      -15989.6385  -15993.3257       3.6872   291.1
1.0645      -15989.6332  -15993.4048       3.7717   297.7
1.0650      -15989.6329  -15993.5109       3.8780   306.1
1.0655      -15989.6382  -15993.6271       3.9889   314.9
1.0660      -15989.6492  -15993.7329       4.0837   322.4
1.0665      -15989.6650  -15993.8070       4.1420   327.0
1.0670      -15989.6840  -15993.8327       4.1487   327.5
1.0675      -15989.7013  -15993.8023       4.1010   323.7
1.0680      -15989.7149  -15993.7278       4.0130   316.8
1.0685      -15989.7232  -15993.6400       3.9168   309.2
1.0690      -15989.7282  -15993.5782       3.8500   303.9
1.0695      -15989.7313  -15993.5648       3.8335   302.6
1.0700      -15989.7350  -15993.5903       3.8553   304.3
1.0705      -15989.7392  -15993.6183       3.8791   306.2
1.0710      -15989.7432  -15993.6152       3.8720   305.7
1.0715      -15989.7445  -15993.5713       3.8268   302.1
1.0720      -15989.7428  -15993.5050       3.7622   297.0
1.0725      -15989.7379  -15993.4460       3.7081   292.7
1.0730      -15989.7319  -15993.4226       3.6906   291.3
1.0735      -15989.7256  -15993.4502       3.7247   294.0
1.0740      -15989.7220  -15993.5320       3.8100   300.8
1.0745      -15989.7239  -15993.6551       3.9311   310.3
1.0750      -15989.7324  -15993.7923       4.0599   320.5
1.0755      -15989.7472  -15993.9098       4.1627   328.6
1.0760      -15989.7656  -15993.9795       4.2139   332.7
1.0765      -15989.7849  -15993.9940       4.2090   332.3
1.0770      -15989.8026  -15993.9719       4.1693   329.1
1.0775      -15989.8190  -15993.9503       4.1313   326.1
1.0780      -15989.8356  -15993.9590       4.1235   325.5
1.0785      -15989.8540  -15993.9965       4.1425   327.0
1.0790      -15989.8735  -15994.0270       4.1535   327.9
1.0795      -15989.8926  -15994.0111       4.1185   325.1
1.0800      -15989.9074  -15993.9321       4.0246   317.7
1.0805      -15989.9162  -15993.8054       3.8891   307.0
1.0810      -15989.9184  -15993.6642       3.7458   295.7
1.0815      -15989.9136  -15993.5433       3.6297   286.5
1.0820      -15989.9040  -15993.4696       3.5656   281.5
1.0825      -15989.8917  -15993.4555       3.5638   281.3
1.0830      -15989.8801  -15993.4993       3.6192   285.7
1.0835      -15989.8721  -15993.5827       3.7106   292.9
1.0840      -15989.8688  -15993.6737       3.8049   300.4
1.0845      -15989.8705  -15993.7376       3.8672   305.3
1.0850      -15989.8730  -15993.7498       3.8768   306.0
1.0855      -15989.8742  -15993.7128       3.8386   303.0
1.0860      -15989.8730  -15993.6585       3.7855   298.8
1.0865      -15989.8702  -15993.6312       3.7609   296.9
1.0870      -15989.8689  -15993.6582       3.7892   299.1
1.0875      -15989.8710  -15993.7298       3.8587   304.6
1.0880      -15989.8766  -15993.8082       3.9316   310.4
1.0885      -15989.8847  -15993.8548       3.9701   313.4
1.0890      -15989.8932  -15993.8503       3.9571   312.4
1.0895      -15989.9004  -15993.7984       3.8980   307.7
1.0900      -15989.9040  -15993.7190       3.8150   301.2
1.0905      -15989.9035  -15993.6410       3.7375   295.0
1.0910      -15989.8994  -15993.5916       3.6922   291.5
1.0915      -15989.8950  -15993.5893       3.6943   291.6
1.0920      -15989.8911  -15993.6331       3.7420   295.4
1.0925      -15989.8902  -15993.7058       3.8156   301.2
1.0930      -15989.8930  -15993.7786       3.8856   306.7
1.0935      -15989.8983  -15993.8239       3.9257   309.9
1.0940      -15989.9038  -15993.8293       3.9255   309.9
1.0945      -15989.9081  -15993.8070       3.8989   307.8
1.0950      -15989.9111  -15993.7874       3.8763   306.0
1.0955      -15989.9145  -15993.7965       3.8820   306.5
1.0960      -15989.9209  -15993.8358       3.9150   309.1
1.0965      -15989.9284  -15993.8792       3.9507   311.9
1.0970      -15989.9367  -15993.8998       3.9631   312.9
1.0975      -15989.9448  -15993.8886       3.9438   311.3
1.0980      -15989.9515  -15993.8554       3.9039   308.2
1.0985      -15989.9567  -15993.8171       3.8604   304.7
1.0990      -15989.9601  -15993.7864       3.8263   302.1
1.0995      -15989.9619  -15993.7679       3.8060   300.5
1.1000      -15989.9624  -15993.7607       3.7983   299.8
1.1005      -15989.9626  -15993.7629       3.8002   300.0
1.1010      -15989.9626  -15993.7710       3.8084   300.6
1.1015      -15989.9631  -15993.7800       3.8169   301.3
1.1020      -15989.9638  -15993.7835       3.8198   301.5
1.1025      -15989.9647  -15993.7821       3.8174   301.4
1.1030      -15989.9641  -15993.7877       3.8236   301.8
1.1035      -15989.9642  -15993.8258       3.8615   304.8
1.1040      -15989.9682  -15993.9138       3.9456   311.5
1.1045      -15989.9782  -15994.0405       4.0623   320.7
1.1050      -15989.9940  -15994.1653       4.1713   329.3
1.1055      -15990.0129  -15994.2442       4.2314   334.0
1.1060      -15990.0337  -15994.2577       4.2240   333.5
1.1065      -15990.0524  -15994.2113       4.1589   328.3
1.1070      -15990.0678  -15994.1303       4.0625   320.7
1.1075      -15990.0787  -15994.0420       3.9632   312.9
1.1080      -15990.0856  -15993.9655       3.8799   306.3
1.1085      -15990.0893  -15993.9078       3.8186   301.4
1.1090      -15990.0904  -15993.8645       3.7741   297.9
1.1095      -15990.0896  -15993.8227       3.7331   294.7
1.1100      -15990.0865  -15993.7683       3.6817   290.6
1.1105      -15990.0803  -15993.6958       3.6155   285.4
1.1110      -15990.0694  -15993.6167       3.5473   280.0
1.1115      -15990.0547  -15993.5613       3.5066   276.8
1.1120      -15990.0389  -15993.5663       3.5274   278.5
1.1125      -15990.0272  -15993.6497       3.6226   286.0
1.1130      -15990.0220  -15993.7880       3.7659   297.3
1.1135      -15990.0239  -15993.9240       3.9000   307.9
1.1140      -15990.0300  -15994.0010       3.9710   313.5
1.1145      -15990.0376  -15993.9972       3.9597   312.6
1.1150      -15990.0426  -15993.9294       3.8868   306.8
1.1155      -15990.0439  -15993.8398       3.7959   299.7
1.1160      -15990.0414  -15993.7724       3.7310   294.5
1.1165      -15990.0378  -15993.7590       3.7212   293.8
1.1170      -15990.0347  -15993.8073       3.7725   297.8
1.1175      -15990.0356  -15993.9018       3.8663   305.2
1.1180      -15990.0418  -15994.0064       3.9646   313.0
1.1185      -15990.0533  -15994.0780       4.0247   317.7
1.1190      -15990.0653  -15994.0821       4.0169   317.1
1.1195      -15990.0743  -15994.0143       3.9400   311.0
1.1200      -15990.0775  -15993.9067       3.8292   302.3
1.1205      -15990.0762  -15993.8184       3.7422   295.4
1.1210      -15990.0725  -15993.7995       3.7270   294.2
1.1215      -15990.0710  -15993.8603       3.7892   299.1
1.1220      -15990.0737  -15993.9627       3.8890   307.0
1.1225      -15990.0810  -15994.0502       3.9692   313.3
1.1230      -15990.0893  -15994.0801       3.9908   315.0
1.1235      -15990.0968  -15994.0431       3.9463   311.5
1.1240      -15990.1011  -15993.9583       3.8572   304.5
1.1245      -15990.1018  -15993.8621       3.7603   296.8
1.1250      -15990.0978  -15993.7910       3.6933   291.6
1.1255      -15990.0917  -15993.7732       3.6815   290.6
1.1260      -15990.0865  -15993.8176       3.7311   294.5
1.1265      -15990.0860  -15993.9133       3.8274   302.1
1.1270      -15990.0899  -15994.0304       3.9405   311.1
1.1275      -15990.0988  -15994.1361       4.0373   318.7
1.1280      -15990.1110  -15994.2075       4.0965   323.4
1.1285      -15990.1257  -15994.2459       4.1202   325.3
1.1290      -15990.1403  -15994.2726       4.1323   326.2
1.1295      -15990.1566  -15994.3171       4.1604   328.4
1.1300      -15990.1759  -15994.3902       4.2143   332.7
1.1305      -15990.1997  -15994.4753       4.2755   337.5
1.1310      -15990.2255  -15994.5365       4.3110   340.3
1.1315      -15990.2516  -15994.5473       4.2958   339.1
1.1320      -15990.2752  -15994.5015       4.2262   333.6
1.1325      -15990.2956  -15994.4129       4.1174   325.0
1.1330      -15990.3099  -15994.3043       3.9945   315.3
1.1335      -15990.3183  -15994.2018       3.8835   306.6
1.1340      -15990.3217  -15994.1252       3.8035   300.3
1.1345      -15990.3226  -15994.0838       3.7612   296.9
1.1350      -15990.3216  -15994.0706       3.7490   296.0
1.1355      -15990.3201  -15994.0681       3.7480   295.9
1.1360      -15990.3178  -15994.0552       3.7374   295.0
1.1365      -15990.3144  -15994.0214       3.7070   292.6
1.1370      -15990.3075  -15993.9742       3.6667   289.5
1.1375      -15990.2981  -15993.9434       3.6453   287.8
1.1380      -15990.2889  -15993.9642       3.6753   290.1
1.1385      -15990.2847  -15994.0505       3.7658   297.3
1.1390      -15990.2862  -15994.1730       3.8868   306.8
1.1395      -15990.2928  -15994.2766       3.9838   314.5
1.1400      -15990.3015  -15994.3170       4.0155   317.0
1.1405      -15990.3104  -15994.2875       3.9771   314.0
1.1410      -15990.3166  -15994.2111       3.8945   307.4
1.1415      -15990.3191  -15994.1208       3.8018   300.1
1.1420      -15990.3175  -15994.0432       3.7257   294.1
1.1425      -15990.3131  -15993.9949       3.6817   290.6
1.1430      -15990.3068  -15993.9811       3.6744   290.1
1.1435      -15990.3005  -15993.9964       3.6958   291.8
1.1440      -15990.2957  -15994.0236       3.7279   294.3
1.1445      -15990.2925  -15994.0411       3.7486   295.9
1.1450      -15990.2892  -15994.0316       3.7424   295.4
1.1455      -15990.2846  -15993.9928       3.7082   292.7
1.1460      -15990.2774  -15993.9417       3.6642   289.3
1.1465      -15990.2689  -15993.9114       3.6425   287.6
1.1470      -15990.2608  -15993.9324       3.6716   289.8
1.1475      -15990.2567  -15994.0096       3.7529   296.3
1.1480      -15990.2578  -15994.1111       3.8533   304.2
1.1485      -15990.2634  -15994.1864       3.9230   309.7
1.1490      -15990.2695  -15994.1975       3.9280   310.1
1.1495      -15990.2737  -15994.1421       3.8684   305.4
1.1500      -15990.2740  -15994.0483       3.7743   297.9
1.1505      -15990.2711  -15993.9557       3.6846   290.9
1.1510      -15990.2644  -15993.8939       3.6296   286.5
1.1515      -15990.2560  -15993.8759       3.6199   285.8
1.1520      -15990.2479  -15993.8962       3.6483   288.0
1.1525      -15990.2424  -15993.9378       3.6954   291.7
1.1530      -15990.2383  -15993.9758       3.7375   295.0
1.1535      -15990.2356  -15993.9884       3.7528   296.3
1.1540      -15990.2326  -15993.9622       3.7296   294.4
1.1545      -15990.2281  -15993.9008       3.6727   289.9
1.1550      -15990.2191  -15993.8248       3.6057   284.6
1.1555      -15990.2069  -15993.7722       3.5653   281.5
1.1560      -15990.1943  -15993.7780       3.5838   282.9
1.1565      -15990.1859  -15993.8533       3.6674   289.5
1.1570      -15990.1823  -15993.9710       3.7887   299.1
1.1575      -15990.1840  -15994.0869       3.9029   308.1
1.1580      -15990.1892  -15994.1666       3.9774   314.0
1.1585      -15990.1974  -15994.2055       4.0081   316.4
1.1590      -15990.2063  -15994.2190       4.0127   316.8
1.1595      -15990.2164  -15994.2271       4.0107   316.6
1.1600      -15990.2273  -15994.2364       4.0091   316.5
1.1605      -15990.2397  -15994.2409       4.0012   315.9
1.1610      -15990.2511  -15994.2243       3.9732   313.7
1.1615      -15990.2607  -15994.1734       3.9127   308.9
1.1620      -15990.2669  -15994.0817       3.8148   301.1
1.1625      -15990.2673  -15993.9533       3.6861   291.0
1.1630      -15990.2604  -15993.8056       3.5452   279.9
1.1635      -15990.2459  -15993.6684       3.4225   270.2
1.1640      -15990.2256  -15993.5778       3.3522   264.6
1.1645      -15990.2030  -15993.5616       3.3586   265.1
1.1650      -15990.1831  -15993.6244       3.4413   271.7
1.1655      -15990.1682  -15993.7389       3.5708   281.9
1.1660      -15990.1595  -15993.8577       3.6982   291.9
1.1665      -15990.1555  -15993.9340       3.7785   298.3
1.1670      -15990.1541  -15993.9448       3.7907   299.2
1.1675      -15990.1513  -15993.8983       3.7470   295.8
1.1680      -15990.1459  -15993.8292       3.6832   290.8
1.1685      -15990.1389  -15993.7759       3.6370   287.1
1.1690      -15990.1312  -15993.7563       3.6251   286.2
1.1695      -15990.1242  -15993.7598       3.6356   287.0
1.1700      -15990.1176  -15993.7592       3.6417   287.5
1.1705      -15990.1103  -15993.7308       3.6205   285.8
1.1710      -15990.1005  -15993.6651       3.5646   281.4
1.1715      -15990.0881  -15993.5713       3.4832   275.0
1.1720      -15990.0707  -15993.4696       3.3990   268.3
1.1725      -15990.0489  -15993.3913       3.3425   263.9
1.1730      -15990.0252  -15993.3670       3.3418   263.8
1.1735      -15990.0030  -15993.4123       3.4093   269.1
1.1740      -15989.9859  -15993.5180       3.5322   278.8
1.1745      -15989.9747  -15993.6524       3.6777   290.3
1.1750      -15989.9699  -15993.7783       3.8084   300.6
1.1755      -15989.9705  -15993.8693       3.8988   307.8
1.1760      -15989.9741  -15993.9168       3.9427   311.2
1.1765      -15989.9796  -15993.9308       3.9512   311.9
1.1770      -15989.9852  -15993.9308       3.9456   311.5
1.1775      -15989.9913  -15993.9368       3.9455   311.5
1.1780      -15989.9982  -15993.9557       3.9576   312.4
1.1785      -15990.0073  -15993.9777       3.9704   313.4
1.1790      -15990.0166  -15993.9783       3.9617   312.7
1.1795      -15990.0245  -15993.9355       3.9110   308.7
1.1800      -15990.0288  -15993.8410       3.8122   300.9
1.1805      -15990.0267  -15993.7059       3.6793   290.5
1.1810      -15990.0175  -15993.5596       3.5421   279.6
1.1815      -15990.0018  -15993.4387       3.4369   271.3
1.1820      -15989.9821  -15993.3743       3.3922   267.8
1.1825      -15989.9616  -15993.3785       3.4169   269.7
1.1830      -15989.9434  -15993.4416       3.4981   276.2
1.1835      -15989.9302  -15993.5382       3.6080   284.8
1.1840      -15989.9219  -15993.6380       3.7161   293.4
1.1845      -15989.9184  -15993.7169       3.7985   299.9
1.1850      -15989.9182  -15993.7635       3.8453   303.6
1.1855      -15989.9203  -15993.7820       3.8617   304.8
1.1860      -15989.9224  -15993.7857       3.8632   305.0
1.1865      -15989.9248  -15993.7924       3.8676   305.3
1.1870      -15989.9283  -15993.8158       3.8874   306.9
1.1875      -15989.9336  -15993.8564       3.9228   309.7
1.1880      -15989.9420  -15993.8995       3.9575   312.4
1.1885      -15989.9516  -15993.9213       3.9696   313.4
1.1890      -15989.9607  -15993.9065       3.9458   311.5
1.1895      -15989.9676  -15993.8591       3.8915   307.2
1.1900      -15989.9709  -15993.8010       3.8301   302.4
1.1905      -15989.9720  -15993.7605       3.7886   299.1
1.1910      -15989.9718  -15993.7554       3.7836   298.7
1.1915      -15989.9720  -15993.7842       3.8122   300.9
1.1920      -15989.9732  -15993.8291       3.8559   304.4
1.1925      -15989.9768  -15993.8704       3.8936   307.4
1.1930      -15989.9807  -15993.8944       3.9137   309.0
1.1935      -15989.9849  -15993.9024       3.9175   309.3
1.1940      -15989.9895  -15993.9066       3.9171   309.2
1.1945      -15989.9942  -15993.9234       3.9291   310.2
1.1950      -15990.0006  -15993.9648       3.9642   312.9
1.1955      -15990.0095  -15994.0325       4.0229   317.6
1.1960      -15990.0220  -15994.1177       4.0957   323.3
1.1965      -15990.0384  -15994.2027       4.1643   328.7
1.1970      -15990.0588  -15994.2664       4.2076   332.2
1.1975      -15990.0801  -15994.2886       4.2085   332.2
1.1980      -15990.1001  -15994.2618       4.1617   328.5
1.1985      -15990.1170  -15994.1956       4.0786   322.0
1.1990      -15990.1293  -15994.1140       3.9847   314.6
1.1995      -15990.1377  -15994.0431       3.9054   308.3
1.2000      -15990.1433  -15993.9968       3.8535   304.2
1.2005      -15990.1469  -15993.9711       3.8242   301.9
1.2010      -15990.1485  -15993.9506       3.8022   300.2
1.2015      -15990.1491  -15993.9239       3.7748   298.0
1.2020      -15990.1470  -15993.8878       3.7408   295.3
1.2025      -15990.1433  -15993.8500       3.7068   292.6
1.2030      -15990.1384  -15993.8196       3.6812   290.6
1.2035      -15990.1327  -15993.8008       3.6681   289.6
1.2040      -15990.1265  -15993.7928       3.6663   289.4
1.2045      -15990.1199  -15993.7929       3.6731   290.0
1.2050      -15990.1133  -15993.7988       3.6855   290.9
1.2055      -15990.1072  -15993.8065       3.6993   292.0
1.2060      -15990.1021  -15993.8118       3.7097   292.9
1.2065      -15990.0965  -15993.8115       3.7150   293.3
1.2070      -15990.0905  -15993.8099       3.7194   293.6
1.2075      -15990.0849  -15993.8179       3.7329   294.7
1.2080      -15990.0808  -15993.8474       3.7666   297.3
1.2085      -15990.0797  -15993.9014       3.8217   301.7
1.2090      -15990.0823  -15993.9668       3.8846   306.7
1.2095      -15990.0877  -15994.0178       3.9301   310.3
1.2100      -15990.0942  -15994.0309       3.9366   310.8
1.2105      -15990.1001  -15994.0017       3.9015   308.0
1.2110      -15990.1031  -15993.9473       3.8442   303.5
1.2115      -15990.1033  -15993.8976       3.7944   299.5
1.2120      -15990.1017  -15993.8792       3.7775   298.2
1.2125      -15990.1014  -15993.9063       3.8050   300.4
1.2130      -15990.1029  -15993.9741       3.8712   305.6
1.2135      -15990.1084  -15994.0630       3.9546   312.2
1.2140      -15990.1182  -15994.1433       4.0250   317.7
1.2145      -15990.1305  -15994.1859       4.0553   320.1
1.2150      -15990.1429  -15994.1762       4.0332   318.4
1.2155      -15990.1528  -15994.1232       3.9704   313.4
1.2160      -15990.1593  -15994.0555       3.8962   307.6
1.2165      -15990.1629  -15994.0032       3.8403   303.2
1.2170      -15990.1657  -15993.9795       3.8138   301.1
1.2175      -15990.1675  -15993.9737       3.8062   300.5
1.2180      -15990.1681  -15993.9656       3.7975   299.8
1.2185      -15990.1669  -15993.9447       3.7777   298.2
1.2190      -15990.1637  -15993.9188       3.7551   296.4
1.2195      -15990.1600  -15993.9079       3.7479   295.9
1.2200      -15990.1567  -15993.9276       3.7710   297.7
1.2205      -15990.1554  -15993.9805       3.8251   302.0
1.2210      -15990.1576  -15994.0539       3.8963   307.6
1.2215      -15990.1630  -15994.1268       3.9637   312.9
1.2220      -15990.1718  -15994.1789       4.0072   316.3
1.2225      -15990.1821  -15994.1964       4.0144   316.9
1.2230      -15990.1921  -15994.1758       3.9837   314.5
1.2235      -15990.1997  -15994.1238       3.9241   309.8
1.2240      -15990.2052  -15994.0587       3.8535   304.2
1.2245      -15990.2071  -15994.0021       3.7950   299.6
1.2250      -15990.2071  -15993.9751       3.7680   297.5
1.2255      -15990.2070  -15993.9888       3.7818   298.5
1.2260      -15990.2087  -15994.0400       3.8313   302.4
1.2265      -15990.2136  -15994.1120       3.8984   307.8
1.2270      -15990.2210  -15994.1823       3.9613   312.7
1.2275      -15990.2304  -15994.2338       4.0034   316.0
1.2280      -15990.2414  -15994.2597       4.0183   317.2
1.2285      -15990.2534  -15994.2607       4.0072   316.3
1.2290      -15990.2636  -15994.2388       3.9752   313.8
1.2295      -15990.2714  -15994.2021       3.9307   310.3
1.2300      -15990.2764  -15994.1657       3.8893   307.0
1.2305      -15990.2803  -15994.1507       3.8704   305.5
1.2310      -15990.2838  -15994.1691       3.8853   306.7
1.2315      -15990.2891  -15994.2186       3.9295   310.2
1.2320      -15990.2969  -15994.2801       3.9832   314.4
1.2325      -15990.3069  -15994.3290       4.0221   317.5
1.2330      -15990.3184  -15994.3485       4.0301   318.1
1.2335      -15990.3292  -15994.3335       4.0044   316.1
1.2340      -15990.3379  -15994.2888       3.9508   311.9
1.2345      -15990.3432  -15994.2224       3.8791   306.2
1.2350      -15990.3455  -15994.1462       3.8007   300.0
1.2355      -15990.3428  -15994.0725       3.7297   294.4
1.2360      -15990.3366  -15994.0172       3.6807   290.6
1.2365      -15990.3290  -15993.9926       3.6636   289.2
1.2370      -15990.3217  -15993.9994       3.6777   290.3
1.2375      -15990.3153  -15994.0254       3.7101   292.9
1.2380      -15990.3114  -15994.0552       3.7438   295.5
1.2385      -15990.3087  -15994.0773       3.7687   297.5
1.2390      -15990.3070  -15994.0907       3.7837   298.7
1.2395      -15990.3063  -15994.0987       3.7924   299.4
1.2400      -15990.3061  -15994.1041       3.7980   299.8
1.2405      -15990.3065  -15994.1073       3.8008   300.0
1.2410      -15990.3068  -15994.1081       3.8013   300.1
1.2415      -15990.3071  -15994.1084       3.8013   300.1
1.2420      -15990.3074  -15994.1095       3.8021   300.1
1.2425      -15990.3090  -15994.1102       3.8012   300.1
1.2430      -15990.3096  -15994.1044       3.7947   299.6
1.2435      -15990.3092  -15994.0913       3.7821   298.6
1.2440      -15990.3077  -15994.0787       3.7709   297.7
1.2445      -15990.3058  -15994.0799       3.7741   297.9
1.2450      -15990.3050  -15994.1046       3.7996   299.9
1.2455      -15990.3062  -15994.1485       3.8423   303.3
1.2460      -15990.3099  -15994.1917       3.8818   306.4
1.2465      -15990.3150  -15994.2062       3.8912   307.2
1.2470      -15990.3188  -15994.1731       3.8543   304.3
1.2475      -15990.3197  -15994.0968       3.7771   298.2
1.2480      -15990.3161  -15994.0040       3.6879   291.1
1.2485      -15990.3088  -15993.9305       3.6217   285.9
1.2490      -15990.2994  -15993.9025       3.6030   284.4
1.2495      -15990.2901  -15993.9273       3.6372   287.1
1.2500      -15990.2834  -15993.9946       3.7112   293.0
1.2505      -15990.2806  -15994.0810       3.8004   300.0
1.2510      -15990.2820  -15994.1562       3.8742   305.8
1.2515      -15990.2862  -15994.1923       3.9061   308.4
1.2520      -15990.2907  -15994.1764       3.8857   306.7
1.2525      -15990.2924  -15994.1188       3.8264   302.1
1.2530      -15990.2910  -15994.0493       3.7584   296.7
1.2535      -15990.2870  -15994.0008       3.7138   293.2
1.2540      -15990.2827  -15993.9944       3.7117   293.0
1.2545      -15990.2792  -15994.0292       3.7500   296.0
1.2550      -15990.2786  -15994.0854       3.8068   300.5
1.2555      -15990.2808  -15994.1303       3.8495   303.9
1.2560      -15990.2837  -15994.1328       3.8491   303.9
1.2565      -15990.2849  -15994.0785       3.7935   299.5
1.2570      -15990.2817  -15993.9774       3.6957   291.7
1.2575      -15990.2727  -15993.8611       3.5885   283.3
1.2580      -15990.2586  -15993.7690       3.5104   277.1
1.2585      -15990.2416  -15993.7310       3.4894   275.5
1.2590      -15990.2255  -15993.7542       3.5287   278.6
1.2595      -15990.2120  -15993.8177       3.6057   284.6
1.2600      -15990.2021  -15993.8840       3.6819   290.7
1.2605      -15990.1949  -15993.9176       3.7227   293.9
1.2610      -15990.1878  -15993.9044       3.7166   293.4
1.2615      -15990.1803  -15993.8595       3.6792   290.4
1.2620      -15990.1712  -15993.8140       3.6428   287.6
1.2625      -15990.1620  -15993.7971       3.6351   287.0
1.2630      -15990.1540  -15993.8175       3.6635   289.2
1.2635      -15990.1491  -15993.8642       3.7151   293.3
1.2640      -15990.1460  -15993.9158       3.7698   297.6
1.2645      -15990.1450  -15993.9557       3.8107   300.8
1.2650      -15990.1456  -15993.9763       3.8307   302.4
1.2655      -15990.1476  -15993.9800       3.8324   302.5
1.2660      -15990.1486  -15993.9737       3.8251   302.0
1.2665      -15990.1488  -15993.9698       3.8210   301.6
1.2670      -15990.1489  -15993.9817       3.8328   302.6
1.2675      -15990.1514  -15994.0176       3.8662   305.2
1.2680      -15990.1561  -15994.0656       3.9094   308.6
1.2685      -15990.1629  -15994.0958       3.9329   310.5
1.2690      -15990.1696  -15994.0764       3.9068   308.4
1.2695      -15990.1728  -15993.9960       3.8232   301.8
1.2700      -15990.1709  -15993.8717       3.7008   292.2
1.2705      -15990.1632  -15993.7368       3.5736   282.1
1.2710      -15990.1504  -15993.6212       3.4708   274.0
1.2715      -15990.1337  -15993.5370       3.4033   268.7
1.2720      -15990.1147  -15993.4764       3.3617   265.4
1.2725      -15990.0931  -15993.4201       3.3269   262.6
1.2730      -15990.0690  -15993.3540       3.2850   259.3
1.2735      -15990.0420  -15993.2778       3.2358   255.4
1.2740      -15990.0129  -15993.2037       3.1909   251.9
1.2745      -15989.9815  -15993.1476       3.1661   249.9
1.2750      -15989.9490  -15993.1249       3.1759   250.7
1.2755      -15989.9168  -15993.1502       3.2334   255.2
1.2760      -15989.8888  -15993.2364       3.3476   264.3
1.2765      -15989.8676  -15993.3824       3.5148   277.5
1.2770      -15989.8566  -15993.5617       3.7051   292.5
1.2775      -15989.8553  -15993.7208       3.8655   305.2
1.2780      -15989.8612  -15993.8028       3.9416   311.2
1.2785      -15989.8673  -15993.7751       3.9078   308.5
1.2790      -15989.8689  -15993.6517       3.7829   298.6
1.2795      -15989.8635  -15993.4861       3.6226   286.0
1.2800      -15989.8530  -15993.3421       3.4892   275.4
1.2805      -15989.8377  -15993.2558       3.4181   269.8
1.2810      -15989.8203  -15993.2259       3.4055   268.8
1.2815      -15989.8018  -15993.2290       3.4272   270.5
1.2820      -15989.7844  -15993.2474       3.4630   273.4
1.2825      -15989.7676  -15993.2742       3.5065   276.8
1.2830      -15989.7531  -15993.3101       3.5570   280.8
1.2835      -15989.7412  -15993.3546       3.6133   285.2
1.2840      -15989.7317  -15993.4071       3.6754   290.1
1.2845      -15989.7251  -15993.4725       3.7474   295.8
1.2850      -15989.7224  -15993.5589       3.8365   302.9
1.2855      -15989.7254  -15993.6633       3.9378   310.9
1.2860      -15989.7351  -15993.7637       4.0287   318.0
1.2865      -15989.7477  -15993.8262       4.0784   322.0
1.2870      -15989.7614  -15993.8263       4.0649   320.9
1.2875      -15989.7734  -15993.7611       3.9877   314.8
1.2880      -15989.7818  -15993.6480       3.8662   305.2
1.2885      -15989.7831  -15993.5122       3.7291   294.4
1.2890      -15989.7779  -15993.3816       3.6037   284.5
1.2895      -15989.7674  -15993.2792       3.5117   277.2
1.2900      -15989.7532  -15993.2162       3.4629   273.4
1.2905      -15989.7376  -15993.1887       3.4511   272.4
1.2910      -15989.7212  -15993.1831       3.4619   273.3
1.2915      -15989.7043  -15993.1871       3.4828   274.9
1.2920      -15989.6876  -15993.1988       3.5112   277.2
1.2925      -15989.6726  -15993.2274       3.5548   280.6
1.2930      -15989.6593  -15993.2862       3.6269   286.3
